ZMID,DEH,ZMMC,DW,基价,RGF,CLF,JXF,QTF
13363,11-488,氯磺化聚乙烯漆 管廊钢结构 中间漆 增一遍,100kg,35.76,16.75,13.41,5.6,0
13364,11-489,氯磺化聚乙烯漆 管廊钢结构 面漆一遍,100kg,34.23,15.12,13.51,5.6,0
13365,11-490,无机富锌漆 设备 底漆 两遍,10m2,178.46,37.97,121.36,19.13,0
13366,11-491,无机富锌漆 设备 磷酸水 两遍,10m2,57.37,21.65,16.59,19.13,0
13367,11-492,无机富锌漆 设备 水 两遍,10m2,35.9,21.65,14.25,0.0,0
13368,11-493,无机富锌漆 设备 环氧银粉面漆 两遍,10m2,120.1,26.54,79.13,14.43,0
13369,11-494,无机富锌漆 管道 底漆 两遍,10m2,204.63,56.3,148.33,0.0,0
13370,11-495,无机富锌漆 管道 磷酸水 两遍,10m2,53.38,32.26,21.12,0.0,0
13371,11-496,无机富锌漆 管道 水 两遍,10m2,51.93,32.26,19.67,0.0,0
13372,11-497,无机富锌漆 管道 环氧银粉面漆 两遍,10m2,142.33,39.98,102.35,0.0,0
13373,11-498,无机富锌漆 一般钢结构 底漆 两遍,100kg,98.2,22.03,70.57,5.6,0
13374,11-499,无机富锌漆 一般钢结构 磷酸水 两遍,100kg,28.04,12.67,9.77,5.6,0
13375,11-500,无机富锌漆 一般钢结构 水 两遍,100kg,26.54,12.67,8.27,5.6,0
13376,11-501,无机富锌漆 一般钢结构 环氧银粉面漆 两遍,100kg,67.17,15.5,46.07,5.6,0
13377,11-502,无机富锌漆 H型钢制钢结构 底漆 两遍,10m2,204.77,45.7,145.62,13.45,0
13378,11-503,无机富锌漆 H型钢制钢结构 磷酸水 两遍,10m2,59.59,26.11,20.03,13.45,0
13379,11-504,无机富锌漆 H型钢制钢结构 水 两遍,10m2,56.66,26.11,17.1,13.45,0
13380,11-505,无机富锌漆 H型钢制钢结构 环氧银粉面漆 两遍,10m2,89.79,31.82,44.52,13.45,0
13381,11-506,无机富锌漆 管廊钢结构 底漆 两遍,100kg,76.04,16.75,53.69,5.6,0
13382,11-507,无机富锌漆 管廊钢结构 磷酸水 两遍,100kg,22.37,9.41,7.36,5.6,0
13383,11-508,无机富锌漆 管廊钢结构 水 两遍,100kg,21.28,9.41,6.27,5.6,0
13384,11-509,无机富锌漆 管廊钢结构 环氧银粉面漆 两遍,100kg,52.99,11.86,35.53,5.6,0
13385,11-510,过氯乙烯漆 设备 磷化底漆 一遍,10m2,75.32,27.36,36.77,11.19,0
13386,11-511,过氯乙烯漆 设备 喷底漆 两遍,10m2,78.33,8.16,38.91,31.26,0
13387,11-512,过氯乙烯漆 设备 喷底漆 增一遍,10m2,37.67,4.51,17.53,15.63,0
13388,11-513,过氯乙烯漆 设备 喷中间漆 两遍,10m2,125.6,12.24,64.94,48.42,0
13389,11-514,过氯乙烯漆 设备 喷中间漆 增一遍,10m2,63.58,6.14,32.47,24.97,0
13390,11-515,过氯乙烯漆 设备 喷面漆 两遍,10m2,54.44,6.14,24.86,23.44,0
13391,11-516,过氯乙烯漆 设备 喷面漆 增一遍,10m2,27.88,2.88,12.43,12.57,0
13392,11-517,过氯乙烯漆 管道 磷化底漆 一遍,10m2,73.32,30.62,42.7,0.0,0
13393,11-518,过氯乙烯漆 管道 喷底漆 两遍,10m2,83.38,9.41,42.4,31.57,0
13394,11-519,过氯乙烯漆 管道 喷底漆 增一遍,10m2,41.79,4.9,21.17,15.72,0
13395,11-520,过氯乙烯漆 管道 喷中间漆 两遍,10m2,152.41,14.3,89.54,48.57,0
13396,11-521,过氯乙烯漆 管道 喷中间漆 增一遍,10m2,77.11,7.34,44.77,25.0,0
13397,11-522,过氯乙烯漆 管道 喷面漆 两遍,10m2,63.38,7.34,32.32,23.72,0
13398,11-523,过氯乙烯漆 管道 喷面漆 增一遍,10m2,32.21,4.08,16.27,11.86,0
13399,11-524,过氯乙烯漆 一般钢结构 磷化底漆 一遍,100kg,42.95,15.94,21.41,5.6,0
13400,11-525,过氯乙烯漆 一般钢结构 喷底漆 两遍,100kg,48.55,5.33,20.48,22.74,0
13401,11-526,过氯乙烯漆 一般钢结构 喷底漆 增一遍,100kg,25.85,2.45,9.94,13.46,0
13402,11-527,过氯乙烯漆 一般钢结构 喷中间漆 两遍,100kg,74.29,7.34,37.64,29.31,0
13403,11-528,过氯乙烯漆 一般钢结构 喷中间漆 增一遍,100kg,40.1,3.7,18.94,17.46,0
13404,11-529,过氯乙烯漆 一般钢结构 喷面漆 两遍,100kg,35.62,3.7,14.46,17.46,0
13405,11-530,过氯乙烯漆 一般钢结构 喷面漆 增一遍,100kg,21.46,2.06,7.23,12.17,0
13406,11-531,过氯乙烯漆 管廊钢结构 磷化底漆 一遍,100kg,33.62,11.86,16.16,5.6,0
13407,11-532,过氯乙烯漆 管廊钢结构 喷底漆 两遍,100kg,42.31,4.08,15.49,22.74,0
13408,11-533,过氯乙烯漆 管廊钢结构 喷底漆 增一遍,100kg,22.86,2.06,7.34,13.46,0
13409,11-534,过氯乙烯漆 管廊钢结构 喷中间漆 两遍,100kg,63.56,5.71,28.54,29.31,0
13410,11-535,过氯乙烯漆 管廊钢结构 喷中间漆 增一遍,100kg,34.61,2.88,14.27,17.46,0
13411,11-536,过氯乙烯漆 管廊钢结构 喷面漆 两遍,100kg,31.19,2.88,10.85,17.46,0
13412,11-537,过氯乙烯漆 管廊钢结构 喷面漆 增一遍,100kg,19.22,1.63,5.42,12.17,0
13413,11-538,过氯乙烯漆 H型钢制钢结构 磷化底漆 一遍,10m2,90.1,32.64,44.01,13.45,0
13414,11-539,过氯乙烯漆 H型钢制钢结构 喷底漆 两遍,10m2,96.93,9.79,42.12,45.02,0
13415,11-540,过氯乙烯漆 H型钢制钢结构 喷底漆 增一遍,10m2,55.44,5.33,20.95,29.16,0
13416,11-541,过氯乙烯漆 H型钢制钢结构 喷中间漆 两遍,10m2,153.41,14.69,77.98,60.74,0
13417,11-542,过氯乙烯漆 H型钢制钢结构 喷中间漆 增一遍,10m2,81.5,7.34,35.71,38.45,0
13418,11-543,过氯乙烯漆 H型钢制钢结构 喷面漆 两遍,10m2,74.33,7.34,29.83,37.16,0
13419,11-544,过氯乙烯漆 H型钢制钢结构 喷面漆 增一遍,10m2,44.77,3.26,14.92,26.59,0
13420,11-545,环氧银粉漆 设备 面漆 两遍,10m2,141.9,26.54,96.23,19.13,0
13421,11-546,环氧银粉漆 设备 面漆 增一遍,10m2,65.99,13.49,41.31,11.19,0
13422,11-547,环氧银粉漆 管道 面漆 两遍,10m2,160.23,39.6,120.63,0.0,0
13423,11-548,环氧银粉漆 管道 面漆 增一遍,10m2,72.94,20.02,52.92,0.0,0
13424,11-549,环氧银粉漆 一般钢结构 面漆 两遍,100kg,77.84,15.94,56.3,5.6,0
13425,11-550,环氧银粉漆 一般钢结构 面漆 增一遍 100kg,100kg,37.75,7.78,24.37,5.6,0
13426,11-551,环氧银粉漆 管廊钢结构 面漆 两遍 100kg,100kg,60.41,12.24,42.57,5.6,0
13427,11-552,环氧银粉漆 管廊钢结构 面漆 增一遍 100kg,100kg,30.29,6.14,18.55,5.6,0
13428,11-553,环氧银粉漆 H钢制钢结构 面漆 两遍 10m2,100kg,160.49,31.82,115.22,13.45,0
13429,11-554,环氧银粉漆 H钢制钢结构 面漆 增一遍 10m2,100kg,79.28,16.32,49.51,13.45,0
13430,11-555,KJ-130涂料 设备 底漆 一遍,10m2,50.79,21.65,21.2,7.94,0
13431,11-556,KJ-130涂料 设备 底漆 增一遍,10m2,34.39,20.4,6.05,7.94,0
13432,11-557,KJ-130涂料 设备 面漆 每一遍,10m2,25.9,15.94,2.75,7.21,0
13433,11-558,KJ-130涂料 管道 底漆 一遍,10m2,54.74,33.46,21.28,0.0,0
13434,11-559,KJ-130涂料 管道 底漆 增一遍,10m2,39.26,32.26,7.0,0.0,0
13435,11-560,KJ-130涂料 管道 面漆 每一遍,10m2,26.41,23.66,2.75,0.0,0
13436,11-561,KJ-130涂料 一般钢结构 底漆 一遍,100kg,30.66,12.67,12.39,5.6,0
13437,11-562,KJ-130涂料 一般钢结构 底漆 增一遍,100kg,22.51,12.24,4.67,5.6,0
13438,11-563,KJ-130涂料 一般钢结构 面漆 每一遍,100kg,16.66,9.41,1.65,5.6,0
13439,11-564,红丹环氧防锈漆、环氧磁漆 设备 底漆 两遍,10m2,162.38,38.35,104.9,19.13,0
13440,11-565,红丹环氧防锈漆、环氧磁漆 设备 底漆 增一遍,10m2,82.44,20.02,51.23,11.19,0
13441,11-566,红丹环氧防锈漆、环氧磁漆 设备 面漆 两遍,10m2,81.36,27.36,39.57,14.43,0
13442,11-567,红丹环氧防锈漆、环氧磁漆 设备 面漆 增一遍,10m2,40.69,13.87,19.36,7.46,0
13443,11-568,红丹环氧防锈漆、环氧磁漆 管道 底漆 两遍,10m2,174.53,55.49,119.04,0.0,0
13444,11-569,红丹环氧防锈漆、环氧磁漆 管道 底漆 增一遍,10m2,88.51,27.36,61.15,0.0,0
13445,11-570,红丹环氧防锈漆、环氧磁漆 管道 面漆 两遍,10m2,93.29,40.42,52.87,0.0,0
13446,11-571,红丹环氧防锈漆、环氧磁漆 管道 面漆 增一遍,10m2,44.46,19.2,25.26,0.0,0
13447,11-572,红丹环氧防锈漆、环氧磁漆 一般钢结构 底漆 两遍,100kg,90.87,22.46,62.81,5.6,0
13448,11-573,红丹环氧防锈漆、环氧磁漆 一般钢结构 底漆 增一遍,100kg,46.28,11.42,29.26,5.6,0
13449,11-574,红丹环氧防锈漆、环氧磁漆 一般钢结构 面漆 两遍,100kg,45.58,15.5,24.48,5.6,0
13450,11-575,红丹环氧防锈漆、环氧磁漆 一般钢结构 面漆 增一遍,100kg,26.19,8.16,12.43,5.6,0
13451,11-576,红丹环氧防锈漆、环氧磁漆 H型钢制钢结构 底漆 两遍,10m2,185.41,46.13,125.83,13.45,0
13452,11-577,红丹环氧防锈漆、环氧磁漆 H型钢制钢结构 底漆 增一遍,10m2,99.07,24.1,61.52,13.45,0
13453,11-578,红丹环氧防锈漆、环氧磁漆 H型钢制钢结构 面漆 两遍,10m2,93.55,32.64,47.46,13.45,0
13454,11-579,红丹环氧防锈漆、环氧磁漆 H型钢制钢结构 面漆 增一遍,10m2,53.45,16.75,23.25,13.45,0
13455,11-580,红丹环氧防锈漆、环氧磁漆 管廊钢结构 底漆 两遍,100kg,70.28,17.14,47.54,5.6,0
13456,11-581,红丹环氧防锈漆、环氧磁漆 管廊钢结构 底漆 增一遍,100kg,35.03,8.98,20.45,5.6,0
13457,11-582,红丹环氧防锈漆、环氧磁漆 管廊钢结构 面漆 两遍,100kg,35.4,11.86,17.94,5.6,0
13458,11-583,红丹环氧防锈漆、环氧磁漆 管廊钢结构 面漆 增一遍,100kg,20.68,6.14,8.94,5.6,0
13459,11-584,弹性聚氨酯漆 设备 底漆 两遍,10m2,166.48,61.63,85.72,19.13,0
13460,11-585,弹性聚氨酯漆 设备 底漆 增一遍,10m2,79.7,27.36,42.64,9.7,0
13461,11-586,弹性聚氨酯漆 设备 中间漆 第一遍,10m2,84.14,22.85,53.08,8.21,0
13462,11-587,弹性聚氨酯漆 设备 面漆 第一遍,10m2,83.04,22.85,51.98,8.21,0
13463,11-588,弹性聚氨酯漆 管道 底漆 两遍,10m2,203.99,75.89,108.97,19.13,0
13464,11-589,弹性聚氨酯漆 管道 底漆 增一遍,10m2,100.02,35.9,54.42,9.7,0
13465,11-590,弹性聚氨酯漆 管道 中间漆 第一遍,10m2,107.71,31.82,67.68,8.21,0
13466,11-591,弹性聚氨酯漆 管道 面漆 第一遍,10m2,105.78,31.82,65.75,8.21,0
13467,11-592,弹性聚氨酯漆 一般钢结构 底漆 两遍,100kg,91.22,35.9,49.72,5.6,0
13468,11-593,弹性聚氨酯漆 一般钢结构 底漆 增一遍,100kg,46.45,15.94,24.91,5.6,0
13469,11-594,弹性聚氨酯漆 一般钢结构 中间漆 第一遍,100kg,50.22,13.49,31.13,5.6,0
13470,11-595,弹性聚氨酯漆 一般钢结构 面漆 第一遍,100kg,48.88,13.06,30.22,5.6,0
13471,11-596,弹性聚氨酯漆 H型钢结构结构 底漆 两遍,10m2,190.29,73.87,102.97,13.45,0
13472,11-597,弹性聚氨酯漆 H型钢结构结构 底漆 增一遍,10m2,97.16,32.64,51.07,13.45,0
13473,11-598,弹性聚氨酯漆 H型钢结构结构 中间漆 第一遍,10m2,104.7,27.36,63.89,13.45,0
13474,11-599,弹性聚氨酯漆 H型钢结构结构 面漆 第一遍,10m2,103.23,27.36,62.42,13.45,0
13475,11-600,弹性聚氨酯漆 管廊钢结构 底漆 两遍,100kg,70.29,26.93,37.76,5.6,0
13476,11-601,弹性聚氨酯漆 管廊钢结构 底漆 增一遍,100kg,36.58,12.24,18.74,5.6,0
13477,11-602,弹性聚氨酯漆 管廊钢结构 中间漆 第一遍,100kg,39.18,10.22,23.36,5.6,0
13478,11-603,弹性聚氨酯漆 管廊钢结构 面漆 第一遍,100kg,38.67,10.22,22.85,5.6,0
13479,11-604,H87防腐涂料 管道 底漆 一遍,10m2,26.55,5.33,2.53,18.69,0
13480,11-605,H87防腐涂料 管道 底漆 增一遍,10m2,26.55,5.33,2.53,18.69,0
13481,11-606,H87防腐涂料 管道 中间漆 两遍,10m2,73.11,14.69,0.66,57.76,0
13482,11-607,H87防腐涂料 管道 中间漆 增一遍,10m2,35.82,6.96,0.66,28.2,0
13483,11-608,H87防腐涂料 管道 面漆两遍,10m2,35.82,6.96,0.66,28.2,0
13484,11-609,H8701防腐涂料 管道 底漆 两遍,10m2,52.0,9.41,5.05,37.54,0
13485,11-610,H8701防腐涂料 管道 中间漆 两遍,10m2,73.43,14.69,0.98,57.76,0
13486,11-611,H8701防腐涂料 管道 面漆 两遍,10m2,23.57,6.96,0.98,15.63,0
13487,11-612,硅酸锌防腐蚀涂料 管道 底漆 两遍,10m2,133.53,93.46,2.53,37.54,0
13488,11-613,硅酸锌防腐蚀涂料 管道 中间漆 两遍,10m2,135.23,78.34,0.66,56.23,0
13489,11-614,硅酸锌防腐蚀涂料 管道 中间漆 增一遍,10m2,68.74,38.35,0.66,29.73,0
13490,11-615,硅酸锌防腐蚀涂料 管道 面漆 两遍,10m2,134.38,74.26,0.66,59.46,0
13491,11-616,硅酸锌防腐蚀涂料 管道 面漆 增一遍,10m2,65.48,35.09,0.66,29.73,0
13492,11-617,NSJ特种防腐涂料 设备 底漆 两遍,10m2,66.97,39.98,9.1,17.89,0
13493,11-618,NSJ特种防腐涂料 设备 底漆 一遍,10m2,36.07,21.65,5.48,8.94,0
13494,11-619,NSJ特种防腐涂料 设备 面漆 两遍,10m2,64.36,37.97,8.5,17.89,0
13495,11-620,NSJ特种防腐涂料 设备 面漆 一遍,10m2,33.02,19.2,4.88,8.94,0
13496,11-621,NSJ-II特种涂料 管道 底漆一遍,10m2,34.88,21.65,4.29,8.94,0
13497,11-622,NSJ-II特种涂料 管道 中间漆两遍,10m2,62.83,38.35,6.59,17.89,0
13498,11-623,NSJ-II特种涂料 管道 面漆一遍,10m2,30.2,17.57,3.69,8.94,0
13499,11-624,通用型仿瓷涂料 设备 底漆 一遍,10m2,86.34,42.05,24.4,19.89,0
13500,11-625,通用型仿瓷涂料 设备 中间漆 一遍,10m2,82.7,37.15,23.18,22.37,0
13501,11-626,通用型仿瓷涂料 设备 面漆 一遍,10m2,78.19,36.34,21.96,19.89,0
13502,11-627,通用型仿瓷涂料 管道 底漆 一遍,10m2,97.35,48.14,26.84,22.37,0
13503,11-628,通用型仿瓷涂料 管道 中间漆 一遍,10m2,85.97,40.42,23.18,22.37,0
13504,11-629,通用型仿瓷涂料 管道 面漆 一遍,10m2,84.72,39.17,23.18,22.37,0
13505,11-630,TO树脂漆涂料 设备 底漆 第一遍,10m2,29.15,21.22,6.32,1.61,0
13506,11-631,TO树脂漆涂料 设备 底漆 第二遍,10m2,27.04,20.4,5.66,0.98,0
13507,11-632,TO树脂漆涂料 设备 面漆 第一遍,10m2,27.04,20.4,5.66,0.98,0
13508,11-633,TO树脂漆涂料 设备 面漆 第二遍,10m2,27.04,20.4,5.66,0.98,0
13509,11-634,TO树脂漆涂料 管道 底漆 第一遍,10m2,32.12,23.66,6.85,1.61,0
13510,11-635,TO树脂漆涂料 管道 底漆 第二遍,10m2,27.96,21.22,5.76,0.98,0
13511,11-636,TO树脂漆涂料 管道 面漆 第一遍,10m2,27.96,21.22,5.76,0.98,0
13512,11-637,TO树脂漆涂料 管道 面漆 第二遍,10m2,27.96,21.22,5.76,0.98,0
13513,11-638,TO树脂漆涂料 一般钢结构 底漆 第一遍,100kg,28.13,12.24,3.71,12.18,0
13514,11-639,TO树脂漆涂料 一般钢结构 底漆 第二遍,100kg,26.75,11.86,3.38,11.51,0
13515,11-640,TO树脂漆涂料 一般钢结构 面漆 第一遍,100kg,26.75,11.86,3.38,11.51,0
13516,11-641,TO树脂漆涂料 一般钢结构 面漆 第二遍,100kg,26.75,11.86,3.38,11.51,0
13517,11-642,TO树脂漆涂料 H型钢制钢结构 底漆 第一遍,10m2,48.2,25.3,7.52,15.38,0
13518,11-643,TO树脂漆涂料 H型钢制钢结构 底漆 第二遍,10m2,45.97,24.48,6.75,14.74,0
13519,11-644,TO树脂漆涂料 H型钢制钢结构 面漆 第一遍,10m2,45.97,24.48,6.75,14.74,0
13520,11-645,TO树脂漆涂料 H型钢制钢结构 面漆 第二遍,10m2,45.97,24.48,6.75,14.74,0
13521,11-646,TO树脂漆涂料 管廊钢结构 底漆 第一遍,100kg,18.94,9.41,2.95,6.58,0
13522,11-647,TO树脂漆涂料 管廊钢结构 底漆 第二遍,100kg,17.51,8.98,2.62,5.91,0
13523,11-648,TO树脂漆涂料 管廊钢结构 面漆 第一遍,100kg,17.51,8.98,2.62,5.91,0
13524,11-649,TO树脂漆涂料 管廊钢结构 面漆 第二遍,100kg,17.51,8.98,2.62,5.91,0
13525,11-650,环氧煤沥青漆防腐 管道 一底二油,10m2,132.85,58.75,74.1,0.0,0
13526,11-651,环氧煤沥青漆防腐 管道 一底一布三油,10m2,205.92,84.86,121.06,0.0,0
13527,11-652,环氧煤沥青漆防腐 管道 一底二布四油,10m2,279.81,111.79,168.02,0.0,0
13528,11-653,环氧煤沥青漆防腐 设备 一底二油,10m2,147.49,51.02,74.1,22.37,0
13529,11-654,防静电涂料 金属油罐内壁 底漆 两遍,10m2,110.36,41.23,49.73,19.4,0
13530,11-655,防静电涂料 金属油罐内壁 底漆 增一遍,10m2,52.93,22.03,19.47,11.43,0
13531,11-656,防静电涂料 金属油罐内壁 面漆 两遍,10m2,46.88,28.99,0.0,17.89,0
13532,11-657,防静电涂料 金属油罐内壁 面漆 增一遍,10m2,23.63,14.69,0.0,8.94,0
13533,11-658,涂料聚合一次 蒸汽 设备,10m2,982.8,265.2,717.6,0.0,0
13534,11-659,涂料聚合一次 蒸汽 管道,10m2,594.12,162.0,432.12,0.0,0
13535,11-660,涂料聚合一次 蒸汽 钢结构,100kg,235.02,64.46,170.56,0.0,0
13536,11-661,涂料聚合一次 红外线 设备,10m2,92.82,91.01,0.38,1.43,0
13537,11-662,涂料聚合一次 红外线 管道,10m2,83.84,82.03,0.38,1.43,0
13538,11-663,涂料聚合一次 红外线 钢结构,100kg,49.76,48.14,0.19,1.43,0
13539,11-664,环氧树脂玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13540,11-665,环氧树脂玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13541,11-666,环氧树脂玻璃钢 碳钢设备 衬布一层,10m2,315.11,211.34,72.94,30.83,0
13542,11-667,环氧树脂玻璃钢 碳钢设备 面漆一遍,10m2,57.29,14.69,35.39,7.21,0
13543,11-668,环氧树脂玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13544,11-669,环氧树脂玻璃钢 塑料管道增强 缠布一层,10m2,277.11,199.92,77.19,0.0,0
13545,11-670,环氧树脂玻璃钢 塑料管道增强 缠布两层,10m2,435.54,308.45,127.09,0.0,0
13546,11-671,环氧树脂玻璃钢 塑料管道增强 面漆一遍,10m2,55.02,20.4,34.62,0.0,0
13547,11-672,环氧酚醛玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13548,11-673,环氧酚醛玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13549,11-674,环氧酚醛玻璃钢 碳钢设备 衬布一层,10m2,309.84,211.34,67.67,30.83,0
13550,11-675,环氧酚醛玻璃钢 碳钢设备 面漆一遍,10m2,53.17,14.69,31.27,7.21,0
13551,11-676,环氧酚醛玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13552,11-677,环氧酚醛玻璃钢 塑料管道增强 缠布一层,10m2,271.84,199.92,71.92,0.0,0
13553,11-678,环氧酚醛玻璃钢 塑料管道增强 缠布两层,10m2,427.88,308.45,119.43,0.0,0
13554,11-679,环氧酚醛玻璃钢 塑料管道增强 面漆一遍,10m2,51.67,20.4,31.27,0.0,0
13555,11-680,环氧呋喃玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13556,11-681,环氧呋喃玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13557,11-682,环氧呋喃玻璃钢 碳钢设备 衬布一层,10m2,307.99,211.34,65.82,30.83,0
13558,11-683,环氧呋喃玻璃钢 碳钢设备 面漆一遍,10m2,51.95,14.69,30.05,7.21,0
13559,11-684,环氧呋喃玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13560,11-685,环氧呋喃玻璃钢 塑料管道增强 缠布一层,10m2,269.99,199.92,70.07,0.0,0
13561,11-686,环氧呋喃玻璃钢 塑料管道增强 缠布两层,10m2,425.08,308.45,116.63,0.0,0
13562,11-687,环氧呋喃玻璃钢 塑料管道增强 面漆一遍,10m2,50.45,20.4,30.05,0.0,0
13563,11-688,酚醛树脂玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13564,11-689,酚醛树脂玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13565,11-690,酚醛树脂玻璃钢 碳钢设备 衬布一层,10m2,299.86,211.34,57.69,30.83,0
13566,11-691,酚醛树脂玻璃钢 碳钢设备 面漆一遍,10m2,46.63,14.69,24.73,7.21,0
13567,11-692,酚醛树脂玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13568,11-693,酚醛树脂玻璃钢 塑料管道增强 缠布一层,10m2,261.86,199.92,61.94,0.0,0
13569,11-694,酚醛树脂玻璃钢 塑料管道增强 缠布两层,10m2,417.05,308.45,108.6,0.0,0
13570,11-695,酚醛树脂玻璃钢 塑料管道增强 面漆一遍,10m2,45.13,20.4,24.73,0.0,0
13571,11-696,环氧煤焦油玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13572,11-697,环氧煤焦油玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13573,11-698,环氧煤焦油玻璃钢 碳钢设备 衬布一层,10m2,294.98,211.34,52.81,30.83,0
13574,11-699,环氧煤焦油玻璃钢 碳钢设备 面漆一遍,10m2,42.97,14.69,21.07,7.21,0
13575,11-700,环氧煤焦油玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13576,11-701,环氧煤焦油玻璃钢 塑料管道增强 缠布一层,10m2,256.98,199.92,57.06,0.0,0
13577,11-702,环氧煤焦油玻璃钢 塑料管道增强 缠布两层,10m2,405.34,308.45,96.89,0.0,0
13578,11-703,环氧煤焦油玻璃钢 塑料管道增强 面漆一遍,10m2,41.49,20.4,21.09,0.0,0
13579,11-704,酚醛呋喃玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13580,11-705,酚醛呋喃玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13581,11-706,酚醛呋喃玻璃钢 碳钢设备 衬布一层,10m2,293.17,211.34,51.0,30.83,0
13582,11-707,酚醛呋喃玻璃钢 碳钢设备 面漆一遍,10m2,42.76,14.69,20.86,7.21,0
13583,11-708,酚醛呋喃玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13584,11-709,酚醛呋喃玻璃钢 塑料管道增强 缠布一层,10m2,255.17,199.92,55.25,0.0,0
13585,11-710,酚醛呋喃玻璃钢 塑料管道增强 缠布两层,10m2,411.97,308.45,103.52,0.0,0
13586,11-711,酚醛呋喃玻璃钢 塑料管道增强 面漆一遍,10m2,40.64,20.4,20.24,0.0,0
13587,11-712,YJ型呋喃树脂玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13588,11-713,YJ型呋喃树脂玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13589,11-714,YJ型呋喃树脂玻璃钢 碳钢设备 衬布一层,10m2,299.11,211.34,56.94,30.83,0
13590,11-715,YJ型呋喃树脂玻璃钢 碳钢设备 面漆一遍,10m2,43.39,14.69,21.49,7.21,0
13591,11-716,YJ型呋喃树脂玻璃钢 塑料管道增强 底漆一遍,10m2,119.37,79.58,39.79,0.0,0
13592,11-717,YJ型呋喃树脂玻璃钢 塑料管道增强 缠布一层,10m2,261.11,199.92,61.19,0.0,0
13593,11-718,YJ型呋喃树脂玻璃钢 塑料管道增强 缠布两层,10m2,411.54,308.45,103.09,0.0,0
13594,11-719,YJ型呋喃树脂玻璃钢 塑料管道增强 面漆一遍,10m2,41.89,20.4,21.49,0.0,0
13595,11-720,聚酯树脂玻璃钢 碳钢设备 底漆一遍,10m2,78.73,20.4,47.14,11.19,0
13596,11-721,聚酯树脂玻璃钢 碳钢设备 刮涂腻子,10m2,24.18,7.34,11.87,4.97,0
13597,11-722,聚酯树脂玻璃钢 碳钢设备 衬布一层,10m2,298.58,211.34,56.41,30.83,0
13598,11-723,聚酯树脂玻璃钢 碳钢设备 面漆一遍,10m2,23.13,14.69,1.23,7.21,0
